id,internal_name,category,user_visible_name,OEM,platform,ecu_address,ecu_name,protocol,session,read_operation,write_operation,value_type,allowed_values,confidence,status
FEAT_0232_INSTRUCTION_DRIVING_SCHOOL_MIB1,car_setting_instruction_driving_school_mib1,Other,Instruction Driving School Mib1,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0233_INSTRUCTION_EASY_ENTRY_EXIT_B9,car_setting_instruction_easy_entry_exit_b9,Locking: Smart Key (KESSY),Instruction Easy Entry Exit B9,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0234_INSTRUCTION_GAUGE_ARROW_OFFSET,car_setting_instruction_gauge_arrow_offset,Instruments: Displays & Nav,"Larger values move the arrow offset to the left, smaller values move it to the right.","VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x17,INSTRUMENT_CLUSTER,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0235_INSTRUCTION_HIGHWAY_LIGHTS,car_setting_instruction_highway_lights,Lights: Automatic,"The effect of this customization depends on the front lights installed:
Xenon plus: high beams tilt up above 140 km/h (90 mph).
Others: low beams turn on automatically above 140 km/h (90 mph).","VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0236_INSTRUCTION_LOWER_MIRROR_WITH_SWITCH_PASS,car_setting_instruction_lower_mirror_with_switch_pass,Mirrors,Note that this works only if your power mirror switch is set to control the passenger-side mirror.,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0237_INSTRUCTION_MAY_NOT_WORK,car_setting_instruction_may_not_work,Other,"This customization may fail to save on some cars. If it does, that means your car doesn't support it.","VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0238_INSTRUCTION_MAY_NOT_WORK_TRY_A_FEW_TIMES,car_setting_instruction_may_not_work_try_a_few_times,Other,"This setting is still experimental and it may fail to save. Feel free to try a few times, and if it still doesn't work, rest assured that we know about it and are working on it.","VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0239_INSTRUCTION_REQ_INFOTAINMENT_REBOOT,car_setting_instruction_req_infotainment_reboot,Other,Please note that this customization requires infotainment reboot.,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0240_INSTRUCTION_REQUIRES_HIGHLINE_TAIL_LIGHTS,car_setting_instruction_requires_highline_tail_lights,Lights: Exterior,Instruction Requires Highline Tail Lights,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0241_INSTRUCTION_REQUIRES_SENSORS,car_setting_instruction_requires_sensors,Other,Note that this setting only works if the car has the required sensors (most S and RS cars do).,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0242_INSTRUCTION_SETTINGS_WITH_STEPS,car_setting_instruction_settings_with_steps,Other,Note that you need to enable all steps for this to work.,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0243_INSTRUCTION_TRANSMISSION_FLUILD_TEMP,car_setting_instruction_transmission_fluild_temp,Other,Typical transmission fluid temperature is around 82 - 94 °C (180 - 200 °F).,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0244_INSTRUMENT_CLUSTER_LCD_BACKGROUND,car_setting_instrument_cluster_lcd_background,Instruments: Displays & Nav,Instrument cluster LCD background,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x17,INSTRUMENT_CLUSTER,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0245_INSTRUMENT_LIGHTS_AFTER_CRASH,car_setting_instrument_lights_after_crash,Other,Instrument Lights After Crash,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0246_INTERIOR_LIGHTS_DISCO_MODE,car_setting_interior_lights_disco_mode,Lights: Interior,Interior Lights Disco Mode,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0247_INTERVAL,car_setting_interval,Other,Interval,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0248_INTRO_CLUSTER_GAUGE_CONFIG,car_setting_intro_cluster_gauge_config,Instruments: Displays & Nav,Allows you to configure the small gauge on the right side of the instrument cluster. Please note that this tool may not be supported on diesel vehicles.,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x17,INSTRUMENT_CLUSTER,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0249_JETS,car_setting_jets,Other,Jets,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0250_JETS_AND_MIRRORS,car_setting_jets_and_mirrors,Mirrors,Jets And Mirrors,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0251_KEYLESS_ENTRY_IN_INFOTAINMENT,car_setting_keyless_entry_in_infotainment,Locking: Smart Key (KESSY),Keyless Entry In Infotainment,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0252_LANGUAGE,car_setting_language,Instruments: Language & Units,Instrument cluster language,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x17,INSTRUMENT_CLUSTER,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0253_LAP_COUNTER,car_setting_lap_counter,Other,Lap Counter,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0254_LAP_COUNTER_NEEDLE_SWEEP,car_setting_lap_counter_needle_sweep,Instruments: Displays & Nav,Lap Counter Needle Sweep,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x17,INSTRUMENT_CLUSTER,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0255_LAP_TIMER_OIL_TEMP,car_setting_lap_timer_oil_temp,Instruments: Displays & Nav,Lap timer and oil temperature in dashboard,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x17,INSTRUMENT_CLUSTER,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0256_LEAVING_HOME,car_setting_leaving_home,Lights: Coming/Leaving Home,Leaving-home lights,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0257_LEAVING_HOME_DURATION,car_setting_leaving_home_duration,Lights: Coming/Leaving Home,Leaving-home lights duration,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0258_LEAVING_HOME_REQ_RLS,car_setting_leaving_home_req_rls,Lights: Coming/Leaving Home,Leaving-home lights (req. auto headlights),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0259_LEAVING_SOUND_REQ_REBOOT,car_setting_leaving_sound_req_reboot,Other,Leaving Sound Req Reboot,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0260_LED_DAYTIME_RUNNING_LIGHTS,car_setting_led_daytime_running_lights,Lights: Daytime Running Lights (DRL),LED lights,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0261_LED_LOW_POWER,car_setting_led_low_power,Other,LED low power,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0262_LIGHT_SENSOR_HEADLIGHTS,car_setting_light_sensor_headlights,Other,Light Sensor Headlights,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0263_LOW,car_setting_low,Other,Low,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0264_LOW_POWER_MODE,car_setting_low_power_mode,Other,Vehicle low-power mode,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0265_LOWER_DRIVER_MIRROR_IN_REVERSE,car_setting_lower_driver_mirror_in_reverse,Mirrors,Lower driver-side mirror when in reverse gear,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0266_LOWER_DRIVER_MIRROR_IN_REVERSE_STEP_3,car_setting_lower_driver_mirror_in_reverse_step_3,Mirrors,Lower Driver Mirror In Reverse Step 3,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0267_LOWER_MIRROR_IN_REVERSE,car_setting_lower_mirror_in_reverse,Mirrors,Lower passenger-side mirror when in reverse gear,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0268_LOWER_MIRROR_IN_REVERSE_GLOBAL,car_setting_lower_mirror_in_reverse_global,Mirrors,Allow lowering passenger-side mirror when in reverse gear,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0269_LOWER_MIRROR_IN_REVERSE_REQ_MEMORY_SEATS,car_setting_lower_mirror_in_reverse_req_memory_seats,Mirrors,Lower passenger-side mirror when in reverse gear (req. memory seats),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0270_MEDIUM,car_setting_medium,Other,Medium,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0271_MEMORY_FOR_LOWERING_DRIVER_MIRROR_IN_REVERSE,car_setting_memory_for_lowering_driver_mirror_in_reverse,Mirrors,Memory For Lowering Driver Mirror In Reverse,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0272_MEMORY_FOR_LOWERING_DRIVER_MIRROR_IN_REVERSE_STEP_1,car_setting_memory_for_lowering_driver_mirror_in_reverse_step_1,Mirrors,Memory For Lowering Driver Mirror In Reverse Step 1,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0273_MEMORY_FOR_LOWERING_DRIVER_MIRROR_IN_REVERSE_STEP_2,car_setting_memory_for_lowering_driver_mirror_in_reverse_step_2,Mirrors,Memory For Lowering Driver Mirror In Reverse Step 2,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0274_MEMORY_FOR_LOWERING_MIRROR_IN_REVERSE,car_setting_memory_for_lowering_mirror_in_reverse,Mirrors,Remember position when lowering passenger-side mirror in reverse gear,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0275_MEMORY_FOR_LOWERING_MIRROR_IN_REVERSE_STEP_1,car_setting_memory_for_lowering_mirror_in_reverse_step_1,Mirrors,Memory For Lowering Mirror In Reverse Step 1,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0276_MEMORY_FOR_LOWERING_MIRROR_IN_REVERSE_STEP_2,car_setting_memory_for_lowering_mirror_in_reverse_step_2,Mirrors,Memory For Lowering Mirror In Reverse Step 2,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0277_MICROPHONE_SENSITIVITY,car_setting_microphone_sensitivity,Other,Microphone sensitivity,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0278_MIRROR_ADJ_IN_DASH,car_setting_mirror_adj_in_dash,Mirrors,Mirror Adj In Dash,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0279_MIRROR_HEATING_WITH_REAR_WINDOW_HEATER,car_setting_mirror_heating_with_rear_window_heater,Windows & Sunroof,Activate side mirror heaters when rear window defroster is on,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0280_MIRROR_SYNCHRONOUS,car_setting_mirror_synchronous,Mirrors,Synchronous mirror adjustment,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0281_NAVIGATION_COMPASS_DISPLAY,car_setting_navigation_compass_display,Other,Navigation compass display,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0282_NOISE_VIBRATION_REDUCTION,car_setting_noise_vibration_reduction,Other,Noise Vibration Reduction,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0283_NOT_DEFINED,car_setting_not_defined,Other,Not defined,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0284_NUM_FRONT_WASHER_ACTIVE_WO_HEADLIGHT_WASHER_ACTIVE,car_setting_num_front_washer_active_wo_headlight_washer_active,Wipers & Washer,Activate headlight washers once every … times the windshield washer is used,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Enabled / Disabled,VERIFIED,Production-Ready
FEAT_0285_OIL_TEMP_DISPLAY,car_setting_oil_temp_display,Instruments: Displays & Nav,Oil temperature display,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x17,INSTRUMENT_CLUSTER,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0286_OIL_TEMP_POSITION_0,car_setting_oil_temp_position_0,Other,Oil temperature (position 0),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0287_OIL_TEMP_POSITION_1,car_setting_oil_temp_position_1,Other,Oil temperature (position 1),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0288_OIL_TEMP_POSITION_2,car_setting_oil_temp_position_2,Other,Oil temperature (position 2),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
